Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,0,0,10,1,18.5,40.463788837762415,-3.044843145649825,#1abc9c
,10,0,10,1,18.5,38.44239186412959,2.836136373444432,#1abc9c
,20,0,10,1,18.5,36.926349595649064,8.494849939447676,#1abc9c
,30,0,10,1,18.5,35.70344318780168,13.832737121936843,#1abc9c
,40,0,10,1,18.5,34.92089126239303,19.03493580079588,#1abc9c
,50,0,10,1,18.5,34.303590140400146,23.916062364269177,#1abc9c
,60,0,10,1,18.5,33.87264589709579,28.43126419819676,#1abc9c
,70,0,10,1,18.5,33.641570452868095,32.97544840544228,#1abc9c
,70,0,10,1,18.5,33.68419146570783,33.07369280552034,#1abc9c
,80,0,10,1,18.5,33.70151802977301,37.40322293597245,#1abc9c
,90,0,10,1,18.5,33.70970946604583,41.917857839880206,#1abc9c
,100,0,10,1,18.5,34.03458357532666,45.801374239134745,#1abc9c
,110,0,10,1,18.5,34.42360901446174,49.72449534277351,#1abc9c
,120,0,10,1,18.5,34.8655475448712,53.37044706779741,#1abc9c
,130,0,10,1,18.5,35.32652967596378,56.98981516300392,#1abc9c
,140,0,10,1,18.5,36.13442136512658,60.382396233476875,#1abc9c
,149,0,10,1,18.5,36.73164591505228,63.74569061828081,#1abc9c
,159,0,10,1,18.5,37.668453589097034,66.57665637927298,#1abc9c
,170,0,10,1,18.5,38.24656365174098,69.330238551603,#1abc9c
,180,0,10,1,18.5,38.712254014022754,70.57215469194799,#1abc9c
,190,0,10,1,18.5,37.72222114614149,67.54852177488718,#1abc9c
,199,0,10,1,18.5,36.77791770582974,64.59196992686098,#1abc9c
,0,0,20,1,18.5,47.574464468944676,-4.884895173427364,#e74c3c
,10,0,20,1,18.5,46.96937109578598,2.277750850779564,#e74c3c
,20,0,20,1,18.5,46.831492428937636,9.464779706725428,#e74c3c
,30,0,20,1,18.5,47.01092937549641,16.4150084082155,#e74c3c
,40,0,20,1,18.5,47.34771529623288,23.24265954036007,#e74c3c
,50,0,20,1,18.5,48.247047051392244,29.92632389902819,#e74c3c
,60,0,20,1,18.5,49.24280404456521,36.54442315075014,#e74c3c
,70,0,20,1,18.5,50.62601914411769,43.01854611615878,#e74c3c
,80,0,20,1,18.5,52.28912477065163,49.43570544775816,#e74c3c
,90,0,20,1,18.5,53.99675288009291,55.48047189741201,#e74c3c
,100,0,20,1,18.5,56.61725136547889,61.79750820169329,#e74c3c
,110,0,20,1,18.5,58.995711517827125,67.30545947123525,#e74c3c
,120,0,20,1,18.5,61.55118891582324,72.9677059663341,#e74c3c
,130,0,20,1,18.5,64.20122285364545,77.94049800441617,#e74c3c
,140,0,20,1,18.5,67.57075472168475,83.33745699705973,#e74c3c
,149,0,20,1,18.5,70.61469393627762,87.83268738086188,#e74c3c
,159,0,20,1,18.5,73.52149120121224,92.74985947257252,#e74c3c
,170,0,20,1,18.5,76.57464528001961,96.98521729981077,#e74c3c
,180,0,20,1,18.5,78.06293346823746,98.70023983265129,#e74c3c
,190,0,20,1,18.5,74.89089245724914,94.20194201824727,#e74c3c
,199,0,20,1,18.5,70.98283325622425,89.4698832021789,#e74c3c
,2,0,30,1,18.5,56.18900875914139,-7.535407133770912,#f39c12
,12,0,30,1,18.5,58.05567787926145,0.6156126734976859,#f39c12
,22,0,30,1,18.5,60.845339029727306,9.141727386907776,#f39c12
,32,0,30,1,18.5,64.00982834787304,17.397956327814374,#f39c12
,42,0,30,1,18.5,68.12936163964504,25.940046229579618,#f39c12
,52,0,30,1,18.5,72.47040011943459,34.1692734575891,#f39c12
,62,0,30,1,18.5,77.77209089641961,42.35765641981548,#f39c12
,72,0,30,1,18.5,83.9493108501143,50.47918931766486,#f39c12
,82,0,30,1,18.5,90.97335441040981,58.231163843955386,#f39c12
,92,0,30,1,18.5,98.6510306886126,65.76850320726452,#f39c12
,102,0,30,1,18.5,106.68004225147817,72.7457406287619,#f39c12
,112,0,30,1,18.5,116.3201590319871,78.80404415020965,#f39c12
,122,0,30,1,18.5,125.61842644753415,84.20299742242665,#f39c12
,132,0,30,1,18.5,135.84012624902616,89.74244351117744,#f39c12
,142,0,30,1,18.5,147.02422264563947,93.53735581514049,#f39c12
,151,0,30,1,18.5,157.16399616032697,96.49243517156494,#f39c12
,161,0,30,1,18.5,168.42621448412174,98.13825541703993,#f39c12
,172,0,30,1,18.5,178.93422940103304,100.13533514843338,#f39c12
,182,0,30,1,18.5,181.1067518782658,100.30739529400448,#f39c12
