Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,1,0,-1,1,18.5,41.51968582879235,-2.4433697587722985,#3498db
,11,0,-1,1,18.5,39.58629416147332,3.711962768123832,#3498db
,21,0,-1,1,18.5,38.0472873149124,9.613874586536834,#3498db
,31,0,-1,1,18.5,36.95859130363239,15.094105478701167,#3498db
,41,0,-1,1,18.5,36.037044571592844,20.467097927219896,#3498db
,51,0,-1,1,18.5,35.53265188461175,25.51353854380813,#3498db
,61,0,-1,1,18.5,35.20412742680198,30.32169870163587,#3498db
,71,0,-1,1,18.5,35.01450438110224,35.00339944066474,#3498db
,81,0,-1,1,18.5,34.94223464777729,39.58055607764004,#3498db
,91,0,-1,1,18.5,35.20100172042926,44.025937126003186,#3498db
,101,0,-1,1,18.5,35.50429883325679,48.1660120031227,#3498db
,110,0,-1,1,18.5,35.92063113421504,51.763062300938216,#3498db
,121,0,-1,1,18.5,36.54813306491033,55.45640428544898,#3498db
,131,0,-1,1,18.5,37.42616235774885,59.48145728034201,#3498db
,141,0,-1,1,18.5,37.93763485154996,62.92246495323982,#3498db
,150,0,-1,1,18.5,38.89891827586573,66.33062014180132,#3498db
,160,0,-1,1,18.5,39.62089446371834,69.27944908407798,#3498db
,171,0,-1,1,18.5,40.89264909448251,72.02469321750031,#3498db
,181,0,-1,1,18.5,40.632572818000625,72.93883524144213,#3498db
,190,0,-1,1,18.5,39.66360346712589,69.74518560597785,#3498db
,200,0,-1,1,18.5,38.723996696699764,66.63323612575127,#3498db
,0,10,-1,1,18.5,43.6014011279176,0.16001265182496233,#e74c3c
,10,10,-1,1,18.5,40.53337596180117,5.99578683376467,#e74c3c
,20,10,-1,1,18.5,37.88085605934228,11.464952228704396,#e74c3c
,30,10,-1,1,18.5,35.944639655413255,16.674448111698396,#e74c3c
,40,10,-1,1,18.5,34.30119946004284,21.60120582806328,#e74c3c
,49,10,-1,1,18.5,33.02027869475876,26.142349257863895,#e74c3c
,59,10,-1,1,18.5,32.114882533281516,30.697019891549886,#e74c3c
,70,10,-1,1,18.5,31.365950077519532,34.773374865770414,#e74c3c
,79,10,-1,1,18.5,30.746143254788176,38.85497230616565,#e74c3c
,89,10,-1,1,18.5,30.328050260234114,42.8206322644037,#e74c3c
,99,10,-1,1,18.5,30.061068993784495,46.42016860615779,#e74c3c
,109,10,-1,1,18.5,30.135211884535508,49.54128626600672,#e74c3c
,119,10,-1,1,18.5,30.07226115579981,52.59053598433587,#e74c3c
,129,10,-1,1,18.5,30.053051380723176,55.495257277989225,#e74c3c
,139,10,-1,1,18.5,30.322750666765742,58.19098592453748,#e74c3c
,149,10,-1,1,18.5,30.657581381933095,60.93760595013841,#e74c3c
,159,10,-1,1,18.5,30.94986610900001,63.480719940015746,#e74c3c
,169,10,-1,1,18.5,31.200727955693512,65.6740193650529,#e74c3c
,179,10,-1,1,18.5,31.319233888517683,66.7390933937925,#e74c3c
,189,10,-1,1,18.5,31.130620012807714,64.61718436198821,#e74c3c
,199,10,-1,1,18.5,30.68323259598987,61.89057895835455,#e74c3c
,0,20,-1,1,18.5,42.35815329589844,-2.0686450031480463,#f39c12
,10,20,-1,1,18.5,40.047101015553565,3.987677544784401,#f39c12
,20,20,-1,1,18.5,38.157892134123,9.916820510066259,#f39c12
,30,20,-1,1,18.5,36.663334118837724,15.469016714998064,#f39c12
,39,20,-1,1,18.5,35.411117874511014,20.58961641296483,#f39c12
,49,20,-1,1,18.5,34.62137443607615,25.532332933891173,#f39c12
,59,20,-1,1,18.5,34.07257875897715,30.269807489378383,#f39c12
,70,20,-1,1,18.5,33.571629654686355,34.79188950772613,#f39c12
,79,20,-1,1,18.5,33.37139435255046,39.143477859880036,#f39c12
,89,20,-1,1,18.5,33.42675978093154,43.3590967409743,#f39c12
,99,20,-1,1,18.5,33.595793774935096,47.200057566145624,#f39c12
,109,20,-1,1,18.5,33.86427221847331,51.132730056545306,#f39c12
,119,20,-1,1,18.5,34.10568670784606,54.67330880901623,#f39c12
,129,20,-1,1,18.5,34.527412506694176,58.01622375624755,#f39c12
,139,20,-1,1,18.5,35.14991738117202,61.01217188087483,#f39c12
,149,20,-1,1,18.5,35.727217457024715,64.2216457033639,#f39c12
,159,20,-1,1,18.5,36.2386451784085,67.06981006098896,#f39c12
,169,20,-1,1,18.5,37.066000421829465,69.46117622064546,#f39c12
,179,20,-1,1,18.5,37.61281801668604,70.90843159088823,#f39c12
,189,20,-1,1,18.5,36.50633795796287,68.18954721027472,#f39c12
,199,20,-1,1,18.5,35.74779740898122,65.2334550324247,#f39c12
,0,30,-1,1,18.5,38.15512677429782,-6.852200304075279,#2ecc71
,10,30,-1,1,18.5,37.88956732555031,-0.8715653727786683,#2ecc71
,20,30,-1,1,18.5,37.821917304827146,5.055873788745264,#2ecc71
,30,30,-1,1,18.5,38.010928949882825,10.75387902400691,#2ecc71
,40,30,-1,1,18.5,38.458052484383316,16.257097469453992,#2ecc71
,50,30,-1,1,18.5,39.091124212515936,21.904482831132945,#2ecc71
,60,30,-1,1,18.5,39.988173997818585,27.317057648805267,#2ecc71
,70,30,-1,1,18.5,41.14641349442706,32.940120692909964,#2ecc71
,80,30,-1,1,18.5,42.4201555966071,38.36813508955871,#2ecc71
,90,30,-1,1,18.5,44.058454625858396,43.74797851743916,#2ecc71
,100,30,-1,1,18.5,45.88647453387278,48.810031574720306,#2ecc71
,110,30,-1,1,18.5,47.702415754379786,54.00041191770526,#2ecc71
,120,30,-1,1,18.5,49.957703715547375,58.68754690206589,#2ecc71
,130,30,-1,1,18.5,52.32537309113761,63.517998190953506,#2ecc71
,140,30,-1,1,18.5,55.03216760741963,68.34724284169539,#2ecc71
,149,30,-1,1,18.5,57.785632241080734,72.71350999058576,#2ecc71
,160,30,-1,1,18.5,60.37313977798618,77.22415285503621,#2ecc71
,170,30,-1,1,18.5,63.188847686574476,81.15756820653255,#2ecc71
,180,30,-1,1,18.5,64.81977822711161,82.99283153417932,#2ecc71
,190,30,-1,1,18.5,61.623768736028445,78.56312867196033,#2ecc71
,199,30,-1,1,18.5,58.57006402306304,73.96904538828869,#2ecc71
,0,40,-1,1,18.5,32.990933999890615,-10.06197079741358,#f1c40f
,10,40,-1,1,18.5,34.3047825235456,-5.151677856274386,#f1c40f
,20,40,-1,1,18.5,35.900665981380705,0.08327961413478177,#f1c40f
,30,40,-1,1,18.5,37.79900979195795,5.145482075113801,#f1c40f
,40,40,-1,1,18.5,40.11647699202956,10.443117765867134,#f1c40f
,50,40,-1,1,18.5,42.8777960280911,15.72733821398053,#f1c40f
,60,40,-1,1,18.5,45.978036772807584,21.066980731301093,#f1c40f
,70,40,-1,1,18.5,49.8658380253912,26.844989378807206,#f1c40f
,80,40,-1,1,18.5,54.21339348724323,32.32782831975327,#f1c40f
,90,40,-1,1,18.5,59.18116123705977,38.12492106991895,#f1c40f
,100,40,-1,1,18.5,64.82572281061996,43.49796767482334,#f1c40f
,110,40,-1,1,18.5,71.3158819867457,48.70717757513558,#f1c40f
,120,40,-1,1,18.5,78.35881457939035,53.30224823191487,#f1c40f
,130,40,-1,1,18.5,86.06548602425283,57.4817420501312,#f1c40f
,140,40,-1,1,18.5,94.27470368330599,61.300042629652864,#f1c40f
,149,40,-1,1,18.5,102.91041059822038,63.9685147076546,#f1c40f
,159,40,-1,1,18.5,112.51799585889223,66.5337175637726,#f1c40f
,170,40,-1,1,18.5,122.6959214154567,67.24256813091144,#f1c40f
,180,40,-1,1,18.5,126.7789327066243,67.76506420156119,#f1c40f
,190,40,-1,1,18.5,116.08092651644418,66.6969222709173,#f1c40f
,199,40,-1,1,18.5,106.12330036391408,65.54142851254922,#f1c40f
,0,49,-1,1,18.5,28.068842033918383,-11.716266741246683,#1abc9c
,10,49,-1,1,18.5,30.1547018803797,-7.9264122689881,#1abc9c
,20,49,-1,1,18.5,32.671551352529015,-3.961439079827298,#1abc9c
,30,49,-1,1,18.5,35.78262683883081,0.03606020324676202,#1abc9c
,39,49,-1,1,18.5,39.55909445731545,4.025568100856533,#1abc9c
,49,49,-1,1,18.5,44.046154582989274,8.15460169044378,#1abc9c
,59,49,-1,1,18.5,49.470519541883085,12.00987836315272,#1abc9c
,70,49,-1,1,18.5,55.87117783408967,15.943312826775069,#1abc9c
,79,49,-1,1,18.5,63.50639751252706,19.042618129335587,#1abc9c
