Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,40,0,0,0,18.5,34.02894564532484,20.44524821163205,#3498db
,47,0,0,0,18.5,33.240020464229296,23.87860988960056,#3498db
,54,0,0,0,18.5,32.61646716941296,27.08968037733257,#3498db
,61,0,0,0,18.5,32.15711931756332,29.956368792763666,#3498db
,68,0,0,0,18.5,31.844727890555248,33.05512377566487,#3498db
,75,0,0,0,18.5,31.478839070973528,35.815009372754744,#3498db
,82,0,0,0,18.5,31.242069915774636,38.62214281576598,#3498db
,89,0,0,0,18.5,30.9767512560406,41.452480301777356,#3498db
,96,0,0,0,18.5,31.104174664872442,43.96407195526953,#3498db
,103,0,0,0,18.5,30.877287543320314,46.356116280652344,#3498db
,110,0,0,0,18.5,30.838443449503508,48.88702000563354,#3498db
,117,0,0,0,18.5,31.08553156870755,51.13248652911346,#3498db
,124,0,0,0,18.5,31.15670231074722,53.37662384338453,#3498db
,131,0,0,0,18.5,31.36319721770002,55.64980863282834,#3498db
,138,0,0,0,18.5,31.732556088394503,57.663998415217456,#3498db
,145,0,0,0,18.5,31.91358177680196,59.53210487789964,#3498db
,151,0,0,0,18.5,32.1058702318768,61.51938059413698,#3498db
,159,0,0,0,18.5,32.6436771910752,63.46250143418129,#3498db
,165,0,0,0,18.5,32.682998416565574,65.16979311423921,#3498db
,173,0,0,0,18.5,33.02345284074709,66.99626369919292,#3498db
,180,0,0,0,18.5,33.00205365921544,67.43802225621164,#3498db
,187,0,0,0,18.5,32.71014146239476,65.84288088152823,#3498db
,193,0,0,0,18.5,32.29203755092111,64.06063618157323,#3498db
,200,0,0,0,18.5,32.13019914265556,61.861044864057526,#3498db
,43,0,0,3,18.5,33.59144200805454,22.839192080076565,#e74c3c
,49,0,0,3,18.5,33.04299678885474,25.478551316616603,#e74c3c
,56,0,0,3,18.5,32.42308727163171,28.67551086903632,#e74c3c
,63,0,0,3,18.5,32.01046527183748,31.552553938711004,#e74c3c
,71,0,0,3,18.5,31.79350021286424,34.608609466576084,#e74c3c
,77,0,0,3,18.5,31.38692973040518,37.395070836657474,#e74c3c
,85,0,0,3,18.5,31.231426553578338,40.244576485362614,#e74c3c
,91,0,0,3,18.5,30.93862570750055,42.78866447178662,#e74c3c
,98,0,0,3,18.5,31.04031990522655,45.33512651714996,#e74c3c
,105,0,0,3,18.5,31.002577485239268,47.77027718699898,#e74c3c
,112,0,0,3,18.5,31.052480916227186,50.28838200169524,#e74c3c
,119,0,0,3,18.5,31.26179601808564,52.38346001120101,#e74c3c
,127,0,0,3,18.5,31.259917211399223,54.62268355506881,#e74c3c
,133,0,0,3,18.5,31.599047091196024,56.75832200556367,#e74c3c
,140,0,0,3,18.5,31.614244825484956,58.85173387437432,#e74c3c
,147,0,0,3,18.5,32.04224867901484,60.84165056775328,#e74c3c
,154,0,0,3,18.5,32.42631318319021,62.66056794594925,#e74c3c
,161,0,0,3,18.5,32.36089391275782,64.48963307014385,#e74c3c
,168,0,0,3,18.5,32.827155638914235,66.16400322027484,#e74c3c
,175,0,0,3,18.5,33.23435471149278,67.68271541737953,#e74c3c
,182,0,0,3,18.5,33.0275880686678,67.39076192507851,#e74c3c
,189,0,0,3,18.5,32.826868333007866,65.68622524048826,#e74c3c
,196,0,0,3,18.5,32.210318170978574,63.81134215079512,#e74c3c
,39,0,0,6,18.5,34.309349471177754,22.3326838865458,#1abc9c
,45,0,0,6,18.5,33.636752375759585,24.999081050990462,#1abc9c
,53,0,0,6,18.5,33.03937673865218,28.373403299566984,#1abc9c
,59,0,0,6,18.5,32.56177943734776,31.343434352278532,#1abc9c
,67,0,0,6,18.5,32.077787722311314,34.48609454649914,#1abc9c
,73,0,0,6,18.5,31.7177009637619,37.25677634683289,#1abc9c
,81,0,0,6,18.5,31.54306049628841,40.11071999547111,#1abc9c
,87,0,0,6,18.5,31.32631596174293,42.679637706773484,#1abc9c
,95,0,0,6,18.5,31.312742538834705,45.40722140092314,#1abc9c
,101,0,0,6,18.5,31.234292190539644,47.98761991918914,#1abc9c
,108,0,0,6,18.5,31.271228864303907,50.4243489214504,#1abc9c
,115,0,0,6,18.5,31.241527801335526,52.725760160217305,#1abc9c
,123,0,0,6,18.5,31.49367047682487,54.99748790995013,#1abc9c
,129,0,0,6,18.5,31.714497036709634,57.22158426752006,#1abc9c
,136,0,0,6,18.5,31.856887865267474,59.1337541173375,#1abc9c
,143,0,0,6,18.5,31.974517852617538,61.16668238657672,#1abc9c
,150,0,0,6,18.5,32.40810412613553,63.24864293196295,#1abc9c
,157,0,0,6,18.5,32.44648063405403,65.00899827317038,#1abc9c
,164,0,0,6,18.5,32.89859144258095,66.8117773118588,#1abc9c
,171,0,0,6,18.5,33.31122325784225,68.5108938933691,#1abc9c
,178,0,0,6,18.5,33.37790870054221,69.85926802729642,#1abc9c
,185,0,0,6,18.5,33.07458619700926,68.35160692806062,#1abc9c
,192,0,0,6,18.5,32.642746212056814,66.32847506275365,#1abc9c
,199,0,0,6,18.5,32.365323606929636,64.39267366472012,#1abc9c
,42,0,0,9,18.5,34.20378078212914,25.992419657789107,#f39c12
,48,0,0,9,18.5,33.60633687806512,28.93662036680467,#f39c12
,55,0,0,9,18.5,33.07605622202838,32.00232565288134,#f39c12
,63,0,0,9,18.5,32.516167465715284,35.310171706685395,#f39c12
,70,0,0,9,18.5,32.208543296541556,38.18713047635409,#f39c12
,77,0,0,9,18.5,31.915251492809876,41.22021334693531,#f39c12
,84,0,0,9,18.5,31.71294349464114,43.96931517597631,#f39c12
,91,0,0,9,18.5,31.525731157635878,46.640994843892955,#f39c12
,98,0,0,9,18.5,31.58662746254042,49.31751578249158,#f39c12
,105,0,0,9,18.5,31.61444580187102,51.68298978725774,#f39c12
,112,0,0,9,18.5,31.62408855125815,53.97832357490862,#f39c12
,119,0,0,9,18.5,31.607052941820744,56.31740357687456,#f39c12
,126,0,0,9,18.5,31.820578570500377,58.50418119132395,#f39c12
,133,0,0,9,18.5,32.01854534398547,60.84920652291128,#f39c12
